Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
Curated_gene_sets	REACTOME_MYD88_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	84	3	0.0005651882446712048	0.01493021394951559	FOS:IRAK2:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MYD88_CASCADE_INITIATED_ON_PLASMA_MEMBRANE
Curated_gene_sets	HINATA_NFKB_TARGETS_KERATINOCYTE_UP	84	3	0.0005651882446712048	0.01493021394951559	ICAM1:CCNH:TAP1	http://www.gsea-msigdb.org/gsea/msigdb/cards/HINATA_NFKB_TARGETS_KERATINOCYTE_UP
Curated_gene_sets	REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER	84	3	0.0005651882446712048	0.01493021394951559	PARP1:POLE:CCNH	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER
Curated_gene_sets	REACTOME_MEIOTIC_RECOMBINATION	84	3	0.0005651882446712048	0.01493021394951559	BLM:BRCA1:MLH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MEIOTIC_RECOMBINATION
Curated_gene_sets	PID_CMYB_PATHWAY	84	3	0.0005651882446712048	0.01493021394951559	ZFPM1:EP300:CSF1R	http://www.gsea-msigdb.org/gsea/msigdb/cards/PID_CMYB_PATHWAY
Curated_gene_sets	BENPORATH_NANOG_TARGETS	987	8	0.0005672449946280237	0.01493021394951559	SERPINA1:ACTR1B:MLH1:HSPBAP1:KDR:REST:HSPA4:LARS	http://www.gsea-msigdb.org/gsea/msigdb/cards/BENPORATH_NANOG_TARGETS
Curated_gene_sets	BLALOCK_ALZHEIMERS_DISEASE_DN	1244	9	0.0005728252018997692	0.015005292550717286	PARP1:DLAT:HERC2:ACTR1B:SYNJ1:ARHGEF3:CCNH:PMPCB:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/BLALOCK_ALZHEIMERS_DISEASE_DN
Curated_gene_sets	FISCHER_G1_S_CELL_CYCLE	200	4	0.0005896551849928221	0.01527166060846136	POLE:BLM:BRCA1:TLR6	http://www.gsea-msigdb.org/gsea/msigdb/cards/FISCHER_G1_S_CELL_CYCLE
Curated_gene_sets	REACTOME_INTERFERON_SIGNALING	200	4	0.0005896551849928221	0.01527166060846136	OAS3:ICAM1:TYK2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_INTERFERON_SIGNALING
Curated_gene_sets	REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND	19	2	0.0005996507346714514	0.01527166060846136	TLR6:TLR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND
Curated_gene_sets	COLLIS_PRKDC_REGULATORS	19	2	0.0005996507346714514	0.01527166060846136	MDC1:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/COLLIS_PRKDC_REGULATORS
Curated_gene_sets	BIOCARTA_EPO_PATHWAY	19	2	0.0005996507346714514	0.01527166060846136	FOS:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_EPO_PATHWAY
Curated_gene_sets	BIOCARTA_IL12_PATHWAY	19	2	0.0005996507346714514	0.01527166060846136	TYK2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_IL12_PATHWAY
Curated_gene_sets	MORI_MATURE_B_LYMPHOCYTE_UP	86	3	0.0006053938209258406	0.015346872852133868	APOE:ARHGEF3:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/MORI_MATURE_B_LYMPHOCYTE_UP
Curated_gene_sets	DING_LUNG_CANCER_BY_MUTATION_RATE	20	2	0.0006654588046692119	0.016564203097218705	TYK2:FGFR4	http://www.gsea-msigdb.org/gsea/msigdb/cards/DING_LUNG_CANCER_BY_MUTATION_RATE
Curated_gene_sets	BIOCARTA_ATM_PATHWAY	20	2	0.0006654588046692119	0.016564203097218705	BRCA1:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_ATM_PATHWAY
Curated_gene_sets	FERRANDO_TAL1_NEIGHBORS	20	2	0.0006654588046692119	0.016564203097218705	LGALS3:CSF1R	http://www.gsea-msigdb.org/gsea/msigdb/cards/FERRANDO_TAL1_NEIGHBORS
Curated_gene_sets	REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	20	2	0.0006654588046692119	0.016564203097218705	EP300:KAT2B	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION
Curated_gene_sets	LIU_VAV3_PROSTATE_CARCINOGENESIS_UP	89	3	0.0006690563825127588	0.016578734955867955	LGALS3:TLR2:TAP1	http://www.gsea-msigdb.org/gsea/msigdb/cards/LIU_VAV3_PROSTATE_CARCINOGENESIS_UP
Curated_gene_sets	NUYTTEN_EZH2_TARGETS_DN	1017	8	0.0006896570082325615	0.017012570413844488	FOXM1:BLM:BRCA1:ANKRD53:SP3:FRZB:FGFRL1:MDC1	http://www.gsea-msigdb.org/gsea/msigdb/cards/NUYTTEN_EZH2_TARGETS_DN
Curated_gene_sets	CHICAS_RB1_TARGETS_SENESCENT	561	6	0.0007053676918067833	0.017322444967094265	SERPINA1:TRIB3:MLH1:GMPS:PAICS:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/CHICAS_RB1_TARGETS_SENESCENT
Curated_gene_sets	REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	370	5	0.0007123924104102448	0.017373917591078408	HERC2:ASB16:TLR6:TLR2:TAP1	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION
Curated_gene_sets	REACTOME_INTERFERON_GAMMA_SIGNALING	91	3	0.0007137802900533939	0.017373917591078408	OAS3:ICAM1:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_INTERFERON_GAMMA_SIGNALING
Curated_gene_sets	OUYANG_PROSTATE_CANCER_PROGRESSION_DN	21	2	0.0007346022532353933	0.017723890329157447	TRIB3:EGF	http://www.gsea-msigdb.org/gsea/msigdb/cards/OUYANG_PROSTATE_CANCER_PROGRESSION_DN
Curated_gene_sets	BIOCARTA_IL6_PATHWAY	21	2	0.0007346022532353933	0.017723890329157447	FOS:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_IL6_PATHWAY
Curated_gene_sets	REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	22	2	0.0008070685050066945	0.019178689788241637	IRAK2:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1
Curated_gene_sets	REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	95	3	0.0008088449428962115	0.019178689788241637	ZFPM1:EP300:KAT2B	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION
Curated_gene_sets	REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	95	3	0.0008088449428962115	0.019178689788241637	FOS:IRAK2:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE
Curated_gene_sets	GAVIN_FOXP3_TARGETS_CLUSTER_T7	95	3	0.0008088449428962115	0.019178689788241637	NDUFA9:GMPS:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GAVIN_FOXP3_TARGETS_CLUSTER_T7
Curated_gene_sets	REACTOME_ESR_MEDIATED_SIGNALING	218	4	0.000813317031968454	0.019201961342740194	FOS:EP300:KAT2B:EGF	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ESR_MEDIATED_SIGNALING
Curated_gene_sets	CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN	96	3	0.0008338035150490459	0.019601509129422226	FOXM1:FOS:HTT	http://www.gsea-msigdb.org/gsea/msigdb/cards/CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN
Curated_gene_sets	REACTOME_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING	97	3	0.0008592465708465831	0.020068806575126663	FOS:IRAK2:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TRIF_TICAM1_MEDIATED_TLR4_SIGNALING
Curated_gene_sets	REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION	386	5	0.0008609777043682771	0.020068806575126663	EP300:KAT2B:EGF:FGFR4:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION
Curated_gene_sets	REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION	23	2	0.000882845019733968	0.020320211102747104	IRAK2:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION
Curated_gene_sets	BIOCARTA_GLEEVEC_PATHWAY	23	2	0.000882845019733968	0.020320211102747104	FOS:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_GLEEVEC_PATHWAY
Curated_gene_sets	REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION	23	2	0.000882845019733968	0.020320211102747104	TYK2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION
Curated_gene_sets	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	99	3	0.0009116009694646572	0.020894653887604496	TLR6:TLR2:TAP1	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION
Curated_gene_sets	GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_DN	1064	8	0.0009236932204954008	0.02108396848939917	FOS:BRCA1:ZNF445:FGFRL1:HTT:HSPA4:PLEC:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GOBERT_OLIGODENDROCYTE_DIFFERENTIATION_DN
Curated_gene_sets	WESTON_VEGFA_TARGETS	100	3	0.0009385196666313547	0.021251076392784455	SP3:KDR:UBD	http://www.gsea-msigdb.org/gsea/msigdb/cards/WESTON_VEGFA_TARGETS
Curated_gene_sets	REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING	24	2	0.0009619192913658115	0.021251076392784455	FOS:EGF	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING
Curated_gene_sets	BIOCARTA_VDR_PATHWAY	24	2	0.0009619192913658115	0.021251076392784455	EP300:KAT2B	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_VDR_PATHWAY
Curated_gene_sets	REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING	24	2	0.0009619192913658115	0.021251076392784455	TYK2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING
Curated_gene_sets	BIOCARTA_G2_PATHWAY	24	2	0.0009619192913658115	0.021251076392784455	BRCA1:EP300	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_G2_PATHWAY
Curated_gene_sets	BIOCARTA_TPO_PATHWAY	24	2	0.0009619192913658115	0.021251076392784455	FOS:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_TPO_PATHWAY
Curated_gene_sets	REACTOME_DISEASES_OF_IMMUNE_SYSTEM	24	2	0.0009619192913658115	0.021251076392784455	TLR6:TLR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_DISEASES_OF_IMMUNE_SYSTEM
Curated_gene_sets	REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	24	2	0.0009619192913658115	0.021251076392784455	EPRS:LARS	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION
Curated_gene_sets	ZHOU_INFLAMMATORY_RESPONSE_LPS_UP	398	5	0.0009867472621772895	0.02171238675694908	OAS3:ICAM1:IRAK2:HTT:TLR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/ZHOU_INFLAMMATORY_RESPONSE_LPS_UP
Curated_gene_sets	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	102	3	0.000993858252935837	0.021781730077290992	FOS:TLR6:TLR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY
Curated_gene_sets	BROWNE_HCMV_INFECTION_8HR_UP	103	3	0.0010222853452020704	0.022227635114452922	FOS:ICAM1:APOE	http://www.gsea-msigdb.org/gsea/msigdb/cards/BROWNE_HCMV_INFECTION_8HR_UP
Curated_gene_sets	DER_IFN_BETA_RESPONSE_UP	103	3	0.0010222853452020704	0.022227635114452922	EPRS:PARP1:TAP1	http://www.gsea-msigdb.org/gsea/msigdb/cards/DER_IFN_BETA_RESPONSE_UP
Curated_gene_sets	FOSTER_TOLERANT_MACROPHAGE_DN	403	5	0.001042997900070187	0.022352443363454905	FOS:IL4R:ARHGEF3:RIPK2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/FOSTER_TOLERANT_MACROPHAGE_DN
Curated_gene_sets	REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	25	2	0.0010442788482835687	0.022352443363454905	EP300:KAT2B	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION
Curated_gene_sets	REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	25	2	0.0010442788482835687	0.022352443363454905	FOXM1:CCNH	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION
Curated_gene_sets	REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	25	2	0.0010442788482835687	0.022352443363454905	PARP1:POLE	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY
Curated_gene_sets	GAL_LEUKEMIC_STEM_CELL_DN	234	4	0.001057389338593587	0.022545343998462485	LGALS3:SERPINA1:REST:TLR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GAL_LEUKEMIC_STEM_CELL_DN
Curated_gene_sets	REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING	26	2	0.001129911253083071	0.02327955731539316	TYK2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING
Curated_gene_sets	REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA	26	2	0.001129911253083071	0.02327955731539316	BLM:BRCA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA
Curated_gene_sets	ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_UP	26	2	0.001129911253083071	0.02327955731539316	SERPINA1:APOE	http://www.gsea-msigdb.org/gsea/msigdb/cards/ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_UP
Curated_gene_sets	DING_LUNG_CANCER_MUTATED_SIGNIFICANTLY	26	2	0.001129911253083071	0.02327955731539316	KDR:FGFR4	http://www.gsea-msigdb.org/gsea/msigdb/cards/DING_LUNG_CANCER_MUTATED_SIGNIFICANTLY
Curated_gene_sets	PID_HDAC_CLASSIII_PATHWAY	26	2	0.001129911253083071	0.02327955731539316	EP300:KAT2B	http://www.gsea-msigdb.org/gsea/msigdb/cards/PID_HDAC_CLASSIII_PATHWAY
Curated_gene_sets	XU_AKT1_TARGETS_6HR	26	2	0.001129911253083071	0.02327955731539316	OAS3:BRCA1	http://www.gsea-msigdb.org/gsea/msigdb/cards/XU_AKT1_TARGETS_6HR
Curated_gene_sets	PID_IL27_PATHWAY	26	2	0.001129911253083071	0.02327955731539316	TYK2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/PID_IL27_PATHWAY
Curated_gene_sets	FINAK_BREAST_CANCER_SDPP_SIGNATURE	26	2	0.001129911253083071	0.02327955731539316	PLEK:FRZB	http://www.gsea-msigdb.org/gsea/msigdb/cards/FINAK_BREAST_CANCER_SDPP_SIGNATURE
Curated_gene_sets	BIOCARTA_CARM_ER_PATHWAY	26	2	0.001129911253083071	0.02327955731539316	BRCA1:EP300	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_CARM_ER_PATHWAY
Curated_gene_sets	NUYTTEN_NIPP1_TARGETS_DN	846	7	0.0011350545998839842	0.023298266246126107	FOXM1:MAPK6:ANKRD53:SP3:KAT2B:FGFRL1:HTT	http://www.gsea-msigdb.org/gsea/msigdb/cards/NUYTTEN_NIPP1_TARGETS_DN
Curated_gene_sets	HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_UP	242	4	0.001196914484346993	0.024476678730084786	SERPINA1:TAP1:CTSB:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/HIRSCH_CELLULAR_TRANSFORMATION_SIGNATURE_UP
Curated_gene_sets	BIOCARTA_EGF_PATHWAY	27	2	0.0012188041028689503	0.024832005073637392	FOS:EGF	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_EGF_PATHWAY
Curated_gene_sets	REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	110	3	0.0012357503392233077	0.025084363896927735	TRIB3:EGF:FGFR4	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK
Curated_gene_sets	DIAZ_CHRONIC_MEYLOGENOUS_LEUKEMIA_UP	1397	9	0.0012972130487059119	0.026223667650263047	PARP1:BRCA1:MLH1:ARHGEF3:PAICS:REST:CCNH:PMPCB:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/DIAZ_CHRONIC_MEYLOGENOUS_LEUKEMIA_UP
Curated_gene_sets	HSIAO_LIVER_SPECIFIC_GENES	248	4	0.0013096833078108767	0.026223667650263047	SERPINA1:CES1:APOE:FGFR4	http://www.gsea-msigdb.org/gsea/msigdb/cards/HSIAO_LIVER_SPECIFIC_GENES
Curated_gene_sets	MAGRANGEAS_MULTIPLE_MYELOMA_IGG_VS_IGA_DN	28	2	0.0013109450288715395	0.026223667650263047	BRCA1:CSF1R	http://www.gsea-msigdb.org/gsea/msigdb/cards/MAGRANGEAS_MULTIPLE_MYELOMA_IGG_VS_IGA_DN
Curated_gene_sets	OHM_METHYLATED_IN_ADULT_CANCERS	28	2	0.0013109450288715395	0.026223667650263047	BRCA1:MLH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/OHM_METHYLATED_IN_ADULT_CANCERS
Curated_gene_sets	BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP	426	5	0.0013329720762521038	0.026567678954575444	CES1:APOE:FRZB:TRIB3:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP
Curated_gene_sets	DANG_REGULATED_BY_MYC_DN	250	4	0.0013488685627942472	0.02678745835354207	SP3:SYNJ1:CCNH:CTSB	http://www.gsea-msigdb.org/gsea/msigdb/cards/DANG_REGULATED_BY_MYC_DN
Curated_gene_sets	LINDGREN_BLADDER_CANCER_WITH_LOH_IN_CHR9Q	114	3	0.0013694071694173222	0.027097513809225503	EPRS:FOXM1:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/LINDGREN_BLADDER_CANCER_WITH_LOH_IN_CHR9Q
Curated_gene_sets	HOSHIDA_LIVER_CANCER_SUBCLASS_S2	115	3	0.0014041819708879655	0.027686039504855552	MAPK6:EP300:FGFR4	http://www.gsea-msigdb.org/gsea/msigdb/cards/HOSHIDA_LIVER_CANCER_SUBCLASS_S2
Curated_gene_sets	REACTOME_MEIOSIS	116	3	0.0014395075900489884	0.028218714281522953	BLM:BRCA1:MLH1	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_MEIOSIS
Curated_gene_sets	LEE_BMP2_TARGETS_DN	882	7	0.0014414975497030545	0.028218714281522953	PARP1:DLAT:MAPK6:BLM:BRCA1:GMPS:HSPA4	http://www.gsea-msigdb.org/gsea/msigdb/cards/LEE_BMP2_TARGETS_DN
Curated_gene_sets	RIGGI_EWING_SARCOMA_PROGENITOR_UP	434	5	0.0014465874254480046	0.028218714281522953	FOS:CES1:ICAM1:FRZB:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/RIGGI_EWING_SARCOMA_PROGENITOR_UP
Curated_gene_sets	BENPORATH_CYCLING_GENES	646	6	0.0014551879980586693	0.028286180838589185	FOXM1:BRCA1:FRZB:KAT2B:POLQ:MDC1	http://www.gsea-msigdb.org/gsea/msigdb/cards/BENPORATH_CYCLING_GENES
Curated_gene_sets	RASHI_RESPONSE_TO_IONIZING_RADIATION_2	117	3	0.0014753872752067006	0.028477562810217755	LGALS3:ICAM1:TRIB3	http://www.gsea-msigdb.org/gsea/msigdb/cards/RASHI_RESPONSE_TO_IONIZING_RADIATION_2
Curated_gene_sets	DIAZ_CHRONIC_MEYLOGENOUS_LEUKEMIA_DN	117	3	0.0014753872752067006	0.028477562810217755	TLR2:CSF1R:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/DIAZ_CHRONIC_MEYLOGENOUS_LEUKEMIA_DN
Curated_gene_sets	KIM_LRRC3B_TARGETS	30	2	0.0015049218040599462	0.02864558769596458	SERPINA1:TAP1	http://www.gsea-msigdb.org/gsea/msigdb/cards/KIM_LRRC3B_TARGETS
Curated_gene_sets	LY_AGING_PREMATURE_DN	30	2	0.0015049218040599462	0.02864558769596458	PARP1:FOXM1	http://www.gsea-msigdb.org/gsea/msigdb/cards/LY_AGING_PREMATURE_DN
Curated_gene_sets	BIOCARTA_FAS_PATHWAY	30	2	0.0015049218040599462	0.02864558769596458	PARP1:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/BIOCARTA_FAS_PATHWAY
Curated_gene_sets	WESTON_VEGFA_TARGETS_12HR	30	2	0.0015049218040599462	0.02864558769596458	SP3:UBD	http://www.gsea-msigdb.org/gsea/msigdb/cards/WESTON_VEGFA_TARGETS_12HR
Curated_gene_sets	MCBRYAN_PUBERTAL_BREAST_4_5WK_UP	258	4	0.0015138274735785153	0.02871574114536349	FOS:RIPK4:ARHGEF3:PDLIM4	http://www.gsea-msigdb.org/gsea/msigdb/cards/MCBRYAN_PUBERTAL_BREAST_4_5WK_UP
Curated_gene_sets	KAAB_HEART_ATRIUM_VS_VENTRICLE_DN	262	4	0.001601363178356555	0.03016600240730345	PARP1:NDUFA9:MLH1:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/KAAB_HEART_ATRIUM_VS_VENTRICLE_DN
Curated_gene_sets	CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN	31	2	0.001606733085864372	0.03016600240730345	CES1:UBD	http://www.gsea-msigdb.org/gsea/msigdb/cards/CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN
Curated_gene_sets	GROSS_ELK3_TARGETS_DN	31	2	0.001606733085864372	0.03016600240730345	OAS3:PLEK	http://www.gsea-msigdb.org/gsea/msigdb/cards/GROSS_ELK3_TARGETS_DN
Curated_gene_sets	ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION	122	3	0.0016632087336492644	0.03112010627144423	OAS3:PLEK:TLR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION
Curated_gene_sets	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	265	4	0.0016692857562701766	0.03112793540760082	IL4R:KDR:EGF:CSF1R	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
Curated_gene_sets	SENESE_HDAC1_TARGETS_UP	449	5	0.0016786799435851388	0.031197359356965704	EPRS:IRAK2:PDLIM4:LARS:PLEC	http://www.gsea-msigdb.org/gsea/msigdb/cards/SENESE_HDAC1_TARGETS_UP
Curated_gene_sets	KAYO_AGING_MUSCLE_DN	123	3	0.0017024797128682473	0.03138766646438327	LGALS3:MAPK6:BLM	http://www.gsea-msigdb.org/gsea/msigdb/cards/KAYO_AGING_MUSCLE_DN
Curated_gene_sets	REACTOME_PLASMA_LIPOPROTEIN_REMODELING	32	2	0.0017117433083648393	0.03138766646438327	APOE:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PLASMA_LIPOPROTEIN_REMODELING
Curated_gene_sets	TING_SILENCED_BY_DICER	32	2	0.0017117433083648393	0.03138766646438327	SERPINA1:ICAM1	http://www.gsea-msigdb.org/gsea/msigdb/cards/TING_SILENCED_BY_DICER
Curated_gene_sets	REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	32	2	0.0017117433083648393	0.03138766646438327	IRAK2:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX
Curated_gene_sets	REACTOME_CHROMATIN_ORGANIZATION	268	4	0.0017391881705185162	0.031736887244835664	EP300:KAT2B:REST:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CHROMATIN_ORGANIZATION
Curated_gene_sets	KEGG_CELL_CYCLE	124	3	0.0017423268402000308	0.031736887244835664	EP300:CCNH:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_CELL_CYCLE
Curated_gene_sets	GERY_CEBP_TARGETS	125	3	0.0017827531771671889	0.03236608986005514	FOS:TRIB3:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/GERY_CEBP_TARGETS
Curated_gene_sets	REACTOME_HEMOSTASIS	673	6	0.0017892670450321629	0.032377493469480025	SERPINA1:ZFPM1:PLEK:EGF:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_HEMOSTASIS
Curated_gene_sets	HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_UP	457	5	0.001813110993951741	0.03257309564261471	FOS:APOE:FGFR4:UBD:PLEC	http://www.gsea-msigdb.org/gsea/msigdb/cards/HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_UP
